Chromosome,Bin,geneDensity
BhD1,66400001-66425000,0.2878
BhD1,66425001-66450000,0.41444
BhD1,66450001-66475000,0.41404
BhD1,66475001-66500000,0.21896
BhD1,66500001-66525000,0.14108
BhD1,66525001-66550000,0.47372
BhD1,66550001-66575000,0.1818
BhD1,66575001-66600000,0.54344
BhD1,66600001-66625000,0.71788
BhD1,66625001-66650000,0.29804
BhD1,66650001-66675000,0.25216
BhD1,66675001-66700000,0.54096
BhD1,66700001-66725000,0.6324
BhD1,66725001-66750000,0.67492
BhD1,66750001-66775000,0.32992
BhD1,66775001-66800000,0.1398
BhD1,66800001-66825000,0.48276
BhD1,66825001-66850000,0.52616
BhD1,66850001-66875000,0.10168
BhD1,66875001-66900000,0.03004
BhD1,66900001-66925000,0.2612
BhD1,66925001-66950000,0.533
BhD1,66950001-66975000,0.93576
BhD1,66975001-67000000,0.60548
BhD1,67000001-67025000,0.56732
BhD1,67025001-67050000,0.45896
BhD1,67050001-67075000,0.77492
BhD1,67075001-67100000,0.36852
BhD1,67100001-67125000,0.86632
BhD1,67125001-67150000,0.45272
BhD1,67150001-67175000,0.63868
BhD1,67175001-67200000,0.76808
BhD1,67200001-67225000,0.40488
BhD1,67225001-67250000,0.6366
BhD1,67250001-67275000,0.26028
BhD1,67275001-67300000,0.31904
BhD1,67300001-67325000,0.30812
BhD1,67325001-67350000,0.39624
BhD1,67350001-67375000,0.45952
BhD1,67375001-67400000,0.787
BhD1,67400001-67425000,0.69976
BhD1,67425001-67450000,0.61472
BhD1,67450001-67475000,0.80828
BhD1,67475001-67500000,0.33428
BhD1,67500001-67525000,0.67172
BhD1,67525001-67550000,0.40772
BhD1,67550001-67575000,0.71852
BhD1,67575001-67600000,0.77164
BhD1,67600001-67625000,0.75236
BhD1,67625001-67650000,0.44848
BhD1,67650001-67675000,0.81976
BhD1,67675001-67700000,0.7622
BhD1,67700001-67725000,0.54232
BhD1,67725001-67750000,0.25336
BhD1,67750001-67775000,0.4278
BhD1,67775001-67800000,0.72832
BhD1,67800001-67825000,0.50048
BhD1,67825001-67850000,0.57656
BhD1,67850001-67875000,0.57084
BhD1,67875001-67900000,0.7844
BhD1,67900001-67925000,0.4724
BhD1,67925001-67950000,0.71736
BhD1,67950001-67975000,0.45148
BhD1,67975001-68000000,0.47128
BhD1,68000001-68025000,0.43128
BhD1,68025001-68050000,0.24476
BhD1,68050001-68075000,0.51404
BhD1,68075001-68100000,0.1456
BhD1,68100001-68125000,0.88464
BhD1,68125001-68150000,0.60292
BhD1,68150001-68175000,0.52708
BhD1,68175001-68200000,0.51344
BhD1,68200001-68225000,0.29184
BhD1,68225001-68250000,0.49532
BhD1,68250001-68275000,0.66348
BhD1,68275001-68300000,0.20096
BhD1,68300001-68325000,0.45264
BhD1,68325001-68350000,0.43144
BhD1,68350001-68375000,0.58148
BhD1,68375001-68400000,0.2202
BhD1,68400001-68425000,0.29552
BhD1,68425001-68450000,0.47496
BhD1,68450001-68475000,0.55932
BhD1,68475001-68500000,0.28368
BhD1,68500001-68525000,0.30052
BhD1,68525001-68550000,0.426
BhD1,68550001-68575000,0.30816
BhD1,68575001-68600000,0.4632
BhD1,68600001-68625000,0.5346
BhD1,68625001-68650000,0.448
BhD1,68650001-68675000,0.29996
BhD1,68675001-68700000,0.67384
BhD1,68700001-68725000,0.62932
BhD1,68725001-68750000,0.52912
BhD1,68750001-68775000,0.10884
BhD1,68775001-68800000,0.6
BhD1,68800001-68825000,0.30136
BhD1,68825001-68850000,0.30388
BhD1,68850001-68875000,0.55404
BhD1,68875001-68900000,0.7208
BhD1,68900001-68925000,0.76524
BhD1,68925001-68950000,0.4456
BhD1,68950001-68975000,0.26008
BhD1,68975001-69000000,0.61732
BhD1,69000001-69025000,0.733
BhD1,69025001-69050000,0.28688
BhD1,69050001-69075000,0
BhD1,69075001-69100000,0.65832
BhD1,69100001-69125000,0.11196
BhD1,69125001-69150000,0.52084
BhD1,69150001-69175000,0.66136
BhD1,69175001-69200000,0.38
BhD1,69200001-69225000,0.4318
BhD1,69225001-69250000,0.40472
BhD1,69250001-69275000,0.28952
BhD1,69275001-69300000,0.63808
BhD1,69300001-69325000,0.55176
BhD1,69325001-69350000,0.40512
BhD1,69350001-69375000,0.36428
BhD1,69375001-69400000,0.703
BhD1,69400001-69425000,0.58788
BhD1,69425001-69450000,0.69976
BhD1,69450001-69475000,0.60672
BhD1,69475001-69500000,0.27408
BhD1,69500001-69525000,0.59248
BhD1,69525001-69550000,0.5486
BhD1,69550001-69575000,0.36348
BhD1,69575001-69600000,0.58432
BhD1,69600001-69625000,0.48652
BhD1,69625001-69650000,0.4724
BhD1,69650001-69675000,0.4026
BhD1,69675001-69700000,0.43344
BhD1,69700001-69725000,0.43908
BhD1,69725001-69750000,0.5326
BhD1,69750001-69775000,0.61392
BhD1,69775001-69800000,0.57128
BhD1,69800001-69825000,0.68744
BhD1,69825001-69850000,0.72676
BhD1,69850001-69875000,0.42936
BhD1,69875001-69900000,0.17356
BhD1,69900001-69925000,0.77624
BhD1,69925001-69950000,0.1732
BhD1,69950001-69975000,0.50804
BhD1,69975001-70000000,0.48628
BhD1,70000001-70025000,0.52584
BhD1,70025001-70050000,0.52732
BhD1,70050001-70075000,0.62792
BhD1,70075001-70100000,0.25892
BhD1,70100001-70125000,0.70676
BhD1,70125001-70150000,0.08644
BhD1,70150001-70175000,0.75268
BhD1,70175001-70200000,0.46272
BhD1,70200001-70225000,0.44212
BhD1,70225001-70250000,0.28576
BhD1,70250001-70275000,0.69564
BhD1,70275001-70300000,0.29052
BhD1,70300001-70325000,0.63572
BhD1,70325001-70350000,0.41384
BhD1,70350001-70375000,0.67416
BhD1,70375001-70400000,0.72556
BhD1,70400001-70425000,0.78484
BhD1,70425001-70450000,0.80096
BhD1,70450001-70475000,0.59016
BhD1,70475001-70500000,0.73136
BhD1,70500001-70525000,0.545
BhD1,70525001-70550000,0.7938
BhD1,70550001-70575000,0.59592
BhD1,70575001-70600000,0.6926
BhD1,70600001-70625000,0.52236
BhD1,70625001-70650000,0.47436
BhD1,70650001-70675000,0.20952
BhD1,70675001-70700000,0.4032
BhD1,70700001-70725000,0.21252
BhD1,70725001-70750000,0.57124
BhD1,70750001-70775000,0.63888
BhD1,70775001-70800000,0.7748
BhD1,70800001-70825000,0.13904
BhD1,70825001-70850000,0.0294
BhD1,70850001-70875000,0.78168
BhD1,70875001-70900000,0.662
BhD1,70900001-70925000,0.62864
BhD1,70925001-70950000,0.52036
BhD1,70950001-70975000,0.55312
BhD1,70975001-71000000,0.4772
BhD1,71000001-71025000,0.75352
BhD1,71025001-71050000,0.66028
BhD1,71050001-71075000,0.59312
BhD1,71075001-71100000,0.7664
BhD1,71100001-71125000,0.30668
BhD1,71125001-71150000,0.2698
BhD1,71150001-71175000,0.46904
BhD1,71175001-71200000,0.34
BhD1,71200001-71225000,0.37
BhD1,71225001-71250000,0.69548
BhD1,71250001-71275000,0.65692
BhD1,71275001-71300000,0.85416
BhD1,71300001-71325000,0.23908
BhD1,71325001-71350000,0.6182
BhD1,71350001-71375000,0.09588
BhD1,71375001-71400000,0.73876
BhD1,71400001-71425000,0.26004
BhD1,71425001-71450000,0.53156
BhD1,71450001-71475000,0.32772
BhD1,71475001-71500000,0.59856
BhD1,71500001-71525000,0.68552
BhD1,71525001-71550000,0.34744
BhD1,71550001-71575000,0.20728
BhD1,71575001-71600000,0.55296
BhD1,71600001-71625000,0.73676
BhD1,71625001-71650000,0.743
BhD1,71650001-71675000,0.60216
BhD1,71675001-71700000,0.46276
BhD1,71700001-71725000,0.34708
BhD1,71725001-71750000,0.72876
BhD1,71750001-71775000,0.78564
BhD1,71775001-71800000,0.61352
BhD1,71800001-71825000,0.83848
BhD1,71825001-71850000,0.68552
BhD1,71850001-71875000,0.5328
BhD1,71875001-71900000,0.35992
BhD1,71900001-71925000,0.54476
BhD1,71925001-71950000,0.64168
BhD1,71950001-71975000,0.64488
BhD1,71975001-72000000,0.47236
BhD1,72000001-72025000,0.42744
BhD1,72025001-72050000,0.47424
BhD1,72050001-72075000,0.60776
BhD1,72075001-72100000,0.58484
BhD1,72100001-72125000,0.53368
BhD1,72125001-72150000,0.66612
BhD1,72150001-72175000,0.29468
BhD1,72175001-72200000,0.2848
BhD1,72200001-72225000,0.3534
BhD1,72225001-72250000,0.3822
BhD1,72250001-72275000,0.58304
BhD1,72275001-72300000,0.74324
BhD1,72300001-72325000,0.72332
BhD1,72325001-72350000,0.60652
BhD1,72350001-72375000,0.6206
BhD1,72375001-72400000,0.7796
BhD1,72400001-72425000,0.70924
BhD1,72425001-72450000,0.67784
BhD1,72450001-72475000,0.51496
BhD1,72475001-72500000,0.6034
BhD1,72500001-72525000,0.439
BhD1,72525001-72550000,0.5624
BhD1,72550001-72575000,0.73856
BhD1,72575001-72600000,0.64228
BhD1,72600001-72625000,0.81284
BhD1,72625001-72650000,0.66888
BhD1,72650001-72675000,0.66612
BhD1,72675001-72700000,0.53276
BhD1,72700001-72725000,0.70436
BhD1,72725001-72750000,0.6496
BhD1,72750001-72775000,0.4894
BhD1,72775001-72800000,0.49832
BhD1,72800001-72825000,0.77648
BhD1,72825001-72850000,0.3694
BhD1,72850001-72875000,0.74512
BhD1,72875001-72900000,0.37468
BhD1,72900001-72925000,0.56
BhD1,72925001-72950000,0.65828
BhD1,72950001-72975000,0.27436
BhD1,72975001-73000000,0.47524
BhD1,73000001-73025000,0.33508
BhD1,73025001-73050000,0.74612
BhD1,73050001-73075000,0.8632
BhD1,73075001-73100000,0.70796
BhD1,73100001-73125000,0.69832
BhD1,73125001-73150000,0.70036
BhD2,1-25000,0.51128
BhD2,25001-50000,0.25484
BhD2,50001-75000,0.28688
BhD2,75001-100000,0.03088
BhD2,100001-125000,0.38488
BhD2,125001-150000,0.30636
BhD2,150001-175000,0.5452
BhD2,175001-200000,0.61556
BhD2,200001-225000,0.5566
BhD2,225001-250000,0.36944
BhD2,250001-275000,0.49432
BhD2,275001-300000,0.41572
BhD2,300001-325000,0.71496
BhD2,325001-350000,0.95552
BhD2,350001-375000,0.91596
BhD2,375001-400000,0.05676
BhD2,400001-425000,0
BhD2,425001-450000,0.434
BhD2,450001-475000,0.64148
BhD2,475001-500000,0.42736
BhD2,500001-525000,0.34392
BhD2,525001-550000,0.44404
BhD2,550001-575000,0.71844
BhD2,575001-600000,0.74944
BhD2,600001-625000,0.64144
BhD2,625001-650000,0.51112
BhD2,650001-675000,0.66
BhD2,675001-700000,0.41932
BhD2,700001-725000,0.7648
BhD2,725001-750000,0.15348
BhD2,750001-775000,0.52612
BhD2,775001-800000,0.85548
BhD2,800001-825000,0.374
BhD2,825001-850000,0.75712
BhD2,850001-875000,0.63488
BhD2,875001-900000,0.5016
BhD2,900001-925000,0.30556
BhD2,925001-950000,0.19304
BhD2,950001-975000,0.34696
BhD2,975001-1000000,0.77676
BhD2,1000001-1025000,0.7032
BhD2,1025001-1050000,0.4886
BhD2,1050001-1075000,0.40532
BhD2,1075001-1100000,0.18532
BhD2,1100001-1125000,0.45184
BhD2,1125001-1150000,0.54976
BhD2,1150001-1175000,0.2244
BhD2,1175001-1200000,0.58604
BhD2,1200001-1225000,0.7106
BhD2,1225001-1250000,0.62212
BhD2,1250001-1275000,0.5188
BhD2,1275001-1300000,0.71844
BhD2,1300001-1325000,0.13636
BhD2,1325001-1350000,0.39352
BhD2,1350001-1375000,0.32256
BhD2,1375001-1400000,0.32552
BhD2,1400001-1425000,0.41268
BhD2,1425001-1450000,0.3794
BhD2,1450001-1475000,0.54872
BhD2,1475001-1500000,0.7254
BhD2,1500001-1525000,0.24888
BhD2,1525001-1550000,0.38536
BhD2,1550001-1575000,0.31784
BhD2,1575001-1600000,0.5714
BhD2,1600001-1625000,0.71128
BhD2,1625001-1650000,0.82832
BhD2,1650001-1675000,0.45624
BhD2,1675001-1700000,0.35364
BhD2,1700001-1725000,0.2138
BhD2,1725001-1750000,0.18768
BhD2,1750001-1775000,0.02424
BhD2,1775001-1800000,0.34836
BhD2,1800001-1825000,0.06576
BhD2,1825001-1850000,0.0716
BhD2,1850001-1875000,0.01892
BhD2,1875001-1900000,0.02028
BhD2,1900001-1925000,0.05912
BhD2,1925001-1950000,0.02624
BhD2,1950001-1975000,0.01728
BhD2,1975001-2000000,0
BhD2,2000001-2025000,0.28688
BhD2,2025001-2050000,0.23868
BhD2,2050001-2075000,0
BhD2,2075001-2100000,0.16164
BhD2,2100001-2125000,0.32364
BhD2,2125001-2150000,0.53048
BhD2,2150001-2175000,0.59556
BhD2,2175001-2200000,0.46696
BhD2,2200001-2225000,0.39772
BhD2,2225001-2250000,0.42844
BhD2,2250001-2275000,0.31456
BhD2,2275001-2300000,0
BhD2,2300001-2325000,0.33476
BhD2,2325001-2350000,0.80828
BhD2,2350001-2375000,0.6144
BhD2,2375001-2400000,0.28028
BhD2,2400001-2425000,0.53056
BhD2,2425001-2450000,0.65092
BhD2,2450001-2475000,0.49108
BhD2,2475001-2500000,0.6862
BhD2,2500001-2525000,0.55692
BhD2,2525001-2550000,0.08112
BhD2,2550001-2575000,0
BhD2,2575001-2600000,0.30696
BhD2,2600001-2625000,0.42668
BhD2,2625001-2650000,0.73832
BhD2,2650001-2675000,0.73468
BhD2,2675001-2700000,0.48164
BhD2,2700001-2725000,0.1202
BhD2,2725001-2750000,0.6988
BhD2,2750001-2775000,0.55636
BhD2,2775001-2800000,0.55852
BhD2,2800001-2825000,0.61012
BhD2,2825001-2850000,0.58048
BhD2,2850001-2875000,0.78896
BhD2,2875001-2900000,0.84776
BhD2,2900001-2925000,0.68948
BhD2,2925001-2950000,0.58692
BhD2,2950001-2975000,0.74488
BhD2,2975001-3000000,0.66392
BhD2,3000001-3025000,0.82256
BhD2,3025001-3050000,0.732
BhD2,3050001-3075000,0.54072
BhD2,3075001-3100000,0.4666
BhD2,3100001-3125000,0.63184
BhD2,3125001-3150000,0.6924
BhD2,3150001-3175000,0.60672
BhD2,3175001-3200000,0.38252
BhD2,3200001-3225000,0.40856
BhD2,3225001-3250000,0.90944
BhD2,3250001-3275000,0.50948
BhD2,3275001-3300000,0.3422
BhD2,3300001-3325000,0.82044
BhD2,3325001-3350000,0.71384
BhD2,3350001-3375000,0.86272
BhD2,3375001-3400000,0.54924
BhD2,3400001-3425000,0.51136
BhD2,3425001-3450000,0.40652
BhD2,3450001-3475000,0.1228
BhD2,3475001-3500000,0.56928
BhD2,3500001-3525000,0.19832
BhD2,3525001-3550000,0.51712
BhD2,3550001-3575000,0.2282
BhD2,3575001-3600000,0.42328
BhD2,3600001-3625000,0.67008
BhD2,3625001-3650000,0.39504
BhD2,3650001-3675000,0.75968
BhD2,3675001-3700000,0.49912
BhD2,3700001-3725000,0.6268
BhD2,3725001-3750000,0.33048
BhD2,3750001-3775000,0.57684
BhD2,3775001-3800000,0.59188
BhD2,3800001-3825000,0.77692
BhD2,3825001-3850000,0.52136
BhD2,3850001-3875000,0.38224
BhD2,3875001-3900000,0.51076
BhD2,3900001-3925000,0.40436
BhD2,3925001-3950000,0.25788
BhD2,3950001-3975000,0.277
BhD2,3975001-4000000,0.60552
BhD2,4000001-4025000,0.99356
BhD2,4025001-4050000,0.50772
BhD2,4050001-4075000,0.67596
BhD2,4075001-4100000,0.7516
BhD2,4100001-4125000,0.89856
BhD2,4125001-4150000,0.6688
BhD2,4150001-4175000,0.65504
BhD2,4175001-4200000,0.09988
BhD2,4200001-4225000,0.07252
BhD2,4225001-4250000,0.70252
BhD2,4250001-4275000,0.58376
BhD2,4275001-4300000,0.11936
BhD2,4300001-4325000,0.52092
BhD2,4325001-4350000,0.26724
BhD2,4350001-4375000,0.49512
BhD2,4375001-4400000,0.49152
BhD2,4400001-4425000,0.21512
BhD2,4425001-4450000,0.5164
BhD2,4450001-4475000,0.18008
BhD2,4475001-4500000,0.60332
BhD2,4500001-4525000,0.5416
BhD2,4525001-4550000,0.40388
BhD2,4550001-4575000,0.21548
BhD2,4575001-4600000,0.33288
BhD2,4600001-4625000,0.40948
BhD2,4625001-4650000,0.30624
BhD2,4650001-4675000,0.61788
BhD2,4675001-4700000,0.64564
BhD2,4700001-4725000,0.40168
BhD2,4725001-4750000,0.761
BhD2,4750001-4775000,0.23768
BhD2,4775001-4800000,0.31008
BhD2,4800001-4825000,0.41168
BhD2,4825001-4850000,0.53984
BhD2,4850001-4875000,0.44572
BhD2,4875001-4900000,0.35772
BhD2,4900001-4925000,0.14836
BhD2,4925001-4950000,0.53056
BhD2,4950001-4975000,0.46044
BhD2,4975001-5000000,0.15584
BhD2,5000001-5025000,0.33436
BhD2,5025001-5050000,0.27224
BhD2,5050001-5075000,0.40488
BhD2,5075001-5100000,0.29776
BhD2,5100001-5125000,0.79128
BhD2,5125001-5150000,0.44504
BhD2,5150001-5175000,0.51984
BhD2,5175001-5200000,0.40912
BhD2,5200001-5225000,0.14424
BhD2,5225001-5250000,0.7732
BhD2,5250001-5275000,0.53964
BhD2,5275001-5300000,0.32108
BhD2,5300001-5325000,0.4118
BhD2,5325001-5350000,0.25156
BhD2,5350001-5375000,0.4822
BhD2,5375001-5400000,0.13972
BhD2,5400001-5425000,0.6638
BhD2,5425001-5450000,0.5742
BhD2,5450001-5475000,0.22132
BhD2,5475001-5500000,0.33744
BhD2,5500001-5525000,0.60844
BhD2,5525001-5550000,0.41472
BhD2,5550001-5575000,0.67468
BhD2,5575001-5600000,0.594
BhD2,5600001-5625000,0.6086
BhD2,5625001-5650000,0.89436
BhD2,5650001-5675000,0.46088
BhD2,5675001-5700000,0.68296
BhD2,5700001-5725000,0.1416
BhD2,5725001-5750000,0.39848
BhD2,5750001-5775000,0.64444
BhD2,5775001-5800000,0.48132
BhD2,5800001-5825000,0.06948
BhD2,5825001-5850000,0.45812
BhD2,5850001-5875000,0.15476
BhD2,5875001-5900000,0.06916
BhD2,5900001-5925000,0.55172
BhD2,5925001-5950000,0.222
BhD2,5950001-5975000,0.68024
BhD2,5975001-6000000,0.72468
BhD2,6000001-6025000,0.50064
BhD2,6025001-6050000,0.40704
BhD2,6050001-6075000,0.2144
BhD2,6075001-6100000,0.61648
BhD2,6100001-6125000,0.32276
BhD2,6125001-6150000,0.26288
BhD2,6150001-6175000,0.6146
BhD2,6175001-6200000,0.23544
BhD2,6200001-6225000,0.68408
BhD2,6225001-6250000,0.24216
BhD2,6250001-6275000,0.5042
BhD2,6275001-6300000,0.3902
BhD2,6300001-6325000,0.63284
BhD2,6325001-6350000,0.50772
BhD2,6350001-6375000,0.52104
BhD2,6375001-6400000,0
BhD2,6400001-6425000,0.02592
BhD2,6425001-6450000,0.4764
BhD2,6450001-6475000,0.0166
BhD2,6475001-6500000,0.49776
BhD2,6500001-6525000,0.19944
BhD2,6525001-6550000,0.36996
BhD2,6550001-6575000,0.3428
BhD2,6575001-6600000,0.3706
BhD2,6600001-6625000,0.16988
BhD2,6625001-6650000,0.7402
BhD2,6650001-6675000,0.55236
BhD2,6675001-6700000,0.47912
BhD2,6700001-6725000,0.2672
BhD2,6725001-6750000,0.415
BhD2,6750001-6775000,0.19248
BhD2,6775001-6800000,0.58196
BhD2,6800001-6825000,0.31428
BhD2,6825001-6850000,0.1846
BhD2,6850001-6875000,0.31148
BhD2,6875001-6900000,0.51836
BhD2,6900001-6925000,0.5156
BhD2,6925001-6950000,0.16408
BhD2,6950001-6975000,0.64328
BhD2,6975001-7000000,0.51672
BhD2,7000001-7025000,0.45752
BhD2,7025001-7050000,0.33244
BhD2,7050001-7075000,0.63444
BhD2,7075001-7100000,0.24012
BhD2,7100001-7125000,0.5468
BhD2,7125001-7150000,0.39396
BhD2,7150001-7175000,0.26596
BhD2,7175001-7200000,0.37884
BhD2,7200001-7225000,0.363
BhD2,7225001-7250000,0.33228
BhD2,7250001-7275000,0.37316
BhD2,7275001-7300000,0.42576
BhD2,7300001-7325000,0.32904
BhD2,7325001-7350000,0.6694
BhD2,7350001-7375000,0.39568
BhD2,7375001-7400000,0.28036
BhD2,7400001-7425000,0.61172
BhD2,7425001-7450000,0.72432
BhD2,7450001-7475000,0.67084
BhD2,7475001-7500000,0.61116
BhD2,7500001-7525000,0.46316
BhD2,7525001-7550000,0.43044
BhD2,7550001-7575000,0.70916
BhD2,7575001-7600000,0.22612
BhD2,7600001-7625000,0.46688
BhD2,7625001-7650000,0.72984
BhD2,7650001-7675000,0.91056
BhD2,7675001-7700000,0.48328
BhD2,7700001-7725000,0.33136
BhD2,7725001-7750000,0.16712
BhD2,7750001-7775000,0.61148
BhD2,7775001-7800000,0.32104
BhD2,7800001-7825000,0.29944
BhD2,7825001-7850000,0.451
BhD2,7850001-7875000,0.67804
BhD2,7875001-7900000,0.4798
BhD2,7900001-7925000,0.62492
BhD2,7925001-7950000,0.68832
BhD2,7950001-7975000,0.6288
BhD2,7975001-8000000,0.69924
BhD2,8000001-8025000,0.12244
BhD2,8025001-8050000,0.14956
BhD2,8050001-8075000,0.51216
BhD2,8075001-8100000,0.71488
BhD2,8100001-8125000,0.56756
BhD2,8125001-8150000,0.239
BhD2,8150001-8175000,0.61456
BhD2,8175001-8200000,0.49284
BhD2,8200001-8225000,0.64196
BhD2,8225001-8250000,0.53964
BhD2,8250001-8275000,0.79
BhD2,8275001-8300000,0.71288
BhD2,8300001-8325000,0.5602
BhD2,8325001-8350000,0.11096
BhD2,8350001-8375000,0.33832
BhD2,8375001-8400000,0.68044
BhD2,8400001-8425000,0.90136
BhD2,8425001-8450000,0.58008
BhD2,8450001-8475000,0.81036
BhD2,8475001-8500000,0.6478
BhD2,8500001-8525000,0.27148
BhD2,8525001-8550000,0.353
BhD2,8550001-8575000,0.40356
BhD2,8575001-8600000,0
BhD2,8600001-8625000,0.49488
BhD2,8625001-8650000,0.68132
BhD2,8650001-8675000,0.59904
BhD2,8675001-8700000,0.60792
BhD2,8700001-8725000,0.16144
BhD2,8725001-8750000,0.03264
BhD2,8750001-8775000,0.21128
BhD2,8775001-8800000,0.30444
BhD2,8800001-8825000,0.53948
BhD2,8825001-8850000,0.36428
BhD2,8850001-8875000,0.63512
BhD2,8875001-8900000,0.63732
BhD2,8900001-8925000,0.93316
BhD2,8925001-8950000,0.31112
BhD2,8950001-8975000,0.04072
BhD2,8975001-9000000,0.19692
BhD2,9000001-9025000,0.2164
BhD2,9025001-9050000,0.41784
BhD2,9050001-9075000,0.17296
BhD2,9075001-9100000,0.02572
BhD2,9100001-9125000,0
BhD2,9125001-9150000,0
BhD2,9150001-9175000,0
BhD2,9175001-9200000,0.09468
BhD2,9200001-9225000,0
BhD2,9225001-9250000,0
BhD2,9250001-9275000,0.31892
BhD2,9275001-9300000,0.535
BhD2,9300001-9325000,0.17956
BhD2,9325001-9350000,0.52408
BhD2,9350001-9375000,0.58352
BhD2,9375001-9400000,0.63664
BhD2,9400001-9425000,0.661
BhD2,9425001-9450000,0.31604
BhD2,9450001-9475000,0.35528
BhD2,9475001-9500000,0.773
BhD2,9500001-9525000,0.481
BhD2,9525001-9550000,0.76764
BhD2,9550001-9575000,0.2494
BhD2,9575001-9600000,0.36252
BhD2,9600001-9625000,0.37532
BhD2,9625001-9650000,0.36056
BhD2,9650001-9675000,0.6088
BhD2,9675001-9700000,0.51196
BhD2,9700001-9725000,0.54876
BhD2,9725001-9750000,0.41544
BhD2,9750001-9775000,0.58848
BhD2,9775001-9800000,0.07144
BhD2,9800001-9825000,0.33092
BhD2,9825001-9850000,0.13852
BhD2,9850001-9875000,0.07256
BhD2,9875001-9900000,0.3008
BhD2,9900001-9925000,0.81304
BhD2,9925001-9950000,0.01848
BhD2,9950001-9975000,0.5126
BhD2,9975001-10000000,0.4134
BhD2,10000001-10025000,0.51744
BhD2,10025001-10050000,0.55036
BhD2,10050001-10075000,0.13064
BhD2,10075001-10100000,0
BhD2,10100001-10125000,0.01524
BhD2,10125001-10150000,0.07696
BhD2,10150001-10175000,0
BhD2,10175001-10200000,0.20416
BhD2,10200001-10225000,0.10448
BhD2,10225001-10250000,0.4682
BhD2,10250001-10275000,0.16336
BhD2,10275001-10300000,0.05612
BhD2,10300001-10325000,0
BhD2,10325001-10350000,0
BhD2,10350001-10375000,0.01984
BhD2,10375001-10400000,0.25148
BhD2,10400001-10425000,0.466
BhD2,10425001-10450000,0.36348
BhD2,10450001-10475000,0.29048
BhD2,10475001-10500000,0.23912
BhD2,10500001-10525000,0.18444
BhD2,10525001-10550000,0.60212
BhD2,10550001-10575000,0.54876
BhD2,10575001-10600000,0.50568
BhD2,10600001-10625000,0.37664
BhD2,10625001-10650000,0.41084
BhD2,10650001-10675000,0.70492
BhD2,10675001-10700000,0.13716
BhD2,10700001-10725000,0.06476
BhD2,10725001-10750000,0.30852
BhD2,10750001-10775000,0
BhD2,10775001-10800000,0.16944
BhD2,10800001-10825000,0.86248
BhD2,10825001-10850000,0.53412
BhD2,10850001-10875000,0.51536
BhD2,10875001-10900000,0.4512
BhD2,10900001-10925000,0.38512
BhD2,10925001-10950000,0.7868
BhD2,10950001-10975000,0.50452
BhD2,10975001-11000000,0.33944
BhD2,11000001-11025000,0.56896
BhD2,11025001-11050000,0.40524
BhD2,11050001-11075000,0.29976
BhD2,11075001-11100000,0.50208
BhD2,11100001-11125000,0.51156
BhD2,11125001-11150000,0.3642
BhD2,11150001-11175000,0.31708
BhD2,11175001-11200000,0.55668
