Chromosome,Bin,geneDensity
BhS7,15100001-15125000,0.63208
BhS7,15125001-15150000,0.11652
BhS7,15150001-15175000,0.3074
BhS7,15175001-15200000,0.1352
BhS7,15200001-15225000,0.31092
BhS7,15225001-15250000,0.407
BhS7,15250001-15275000,0.632
BhS7,15275001-15300000,0.18444
BhS7,15300001-15325000,0.15076
BhS7,15325001-15350000,0.01556
BhS7,15350001-15375000,0.05408
BhS7,15375001-15400000,0.38148
BhS7,15400001-15425000,0.24416
BhS7,15425001-15450000,0.07812
BhS7,15450001-15475000,0.34804
BhS7,15475001-15500000,0.72224
BhS7,15500001-15525000,0.66512
BhS7,15525001-15550000,0.27984
BhS7,15550001-15575000,0
BhS7,15575001-15600000,0.29328
BhS7,15600001-15625000,0.46396
BhS7,15625001-15650000,0.29888
BhS7,15650001-15675000,0.39528
BhS7,15675001-15700000,0.369
BhS7,15700001-15725000,0.45524
BhS7,15725001-15750000,0.35188
BhS7,15750001-15775000,0.05128
BhS7,15775001-15800000,0.37908
BhS7,15800001-15825000,0.24868
BhS7,15825001-15850000,0.25332
BhS7,15850001-15875000,0.40476
BhS7,15875001-15900000,0.44424
BhS7,15900001-15925000,0.5116
BhS7,15925001-15950000,0.5474
BhS7,15950001-15975000,0.56288
BhS7,15975001-16000000,0.4534
BhS7,16000001-16025000,0.54972
BhS7,16025001-16050000,0.78916
BhS7,16050001-16075000,0.69164
BhS7,16075001-16100000,0.47568
BhS7,16100001-16125000,0
BhS7,16125001-16150000,0.23724
BhS7,16150001-16175000,0.46904
BhS7,16175001-16200000,0.20536
BhS7,16200001-16225000,0.23016
BhS7,16225001-16250000,0.53244
BhS7,16250001-16275000,0.14732
BhS7,16275001-16300000,0.10768
BhS7,16300001-16325000,0.79396
BhS7,16325001-16350000,0.57808
BhS7,16350001-16375000,0.38408
BhS7,16375001-16400000,0.63884
BhS7,16400001-16425000,0.74776
BhS7,16425001-16450000,0.2504
BhS7,16450001-16475000,0.59684
BhS7,16475001-16500000,0.58068
BhS7,16500001-16525000,0.35496
BhS7,16525001-16550000,0
BhS7,16550001-16575000,0.48492
BhS7,16575001-16600000,0.65824
BhS7,16600001-16625000,0.68248
BhS7,16625001-16650000,0.24876
BhS7,16650001-16675000,0.107
BhS7,16675001-16700000,0.36388
BhS7,16700001-16725000,0.20332
BhS7,16725001-16750000,0.04772
BhS7,16750001-16775000,0.52876
BhS7,16775001-16800000,0.66944
BhS7,16800001-16825000,0.27788
BhS7,16825001-16850000,0.28168
BhS7,16850001-16875000,0.35984
BhS7,16875001-16900000,0.22496
BhS7,16900001-16925000,0.23052
BhS7,16925001-16950000,0
BhS7,16950001-16975000,0.20328
BhS7,16975001-17000000,0.7952
BhS7,17000001-17025000,0.54184
BhS7,17025001-17050000,0.30584
BhS7,17050001-17075000,0.2916
BhS7,17075001-17100000,0.568
BhS7,17100001-17125000,0.24548
BhS7,17125001-17150000,0.34252
BhS7,17150001-17175000,0.53192
BhS7,17175001-17200000,0.52328
BhS7,17200001-17225000,0.22924
BhS7,17225001-17250000,0.36872
BhS7,17250001-17275000,0.12832
BhS7,17275001-17300000,0.6652
BhS7,17300001-17325000,0.50512
BhS7,17325001-17350000,0.38872
BhS7,17350001-17375000,0.61564
BhS7,17375001-17400000,0.38056
BhS7,17400001-17425000,0.51488
BhS7,17425001-17450000,0.33256
BhS7,17450001-17475000,0.51148
BhS7,17475001-17500000,0.6544
BhS7,17500001-17525000,0.54884
BhS7,17525001-17550000,0.67376
BhS7,17550001-17575000,0.40368
BhS7,17575001-17600000,0.29124
BhS7,17600001-17625000,0.29964
BhS7,17625001-17650000,0.33832
BhS7,17650001-17675000,0.00032
BhS7,17675001-17700000,0.02436
BhS7,17700001-17725000,0.2108
BhS7,17725001-17750000,0.49312
BhS7,17750001-17775000,0.662
BhS7,17775001-17800000,0.895
BhS7,17800001-17825000,0.49452
BhS7,17825001-17850000,0.40288
BhS7,17850001-17875000,0.1044
BhS7,17875001-17900000,0.12324
BhS7,17900001-17925000,0.2878
BhS7,17925001-17950000,0.61884
BhS7,17950001-17975000,0.35336
BhS7,17975001-18000000,0.65212
BhS7,18000001-18025000,0.05932
BhS7,18025001-18050000,0.22764
BhS7,18050001-18075000,0.51932
BhS7,18075001-18100000,0.46812
BhS7,18100001-18125000,0.73628
BhS7,18125001-18150000,0.28816
BhS7,18150001-18175000,0.53484
BhS7,18175001-18200000,0.59436
BhS7,18200001-18225000,0.41788
BhS7,18225001-18250000,0.94816
BhS7,18250001-18275000,0.46248
BhS7,18275001-18300000,0.59072
BhS7,18300001-18325000,0.50096
BhS7,18325001-18350000,0.76224
BhS7,18350001-18375000,0.21824
BhS7,18375001-18400000,0.3932
BhS7,18400001-18425000,0.20804
BhS7,18425001-18450000,0.28472
BhS7,18450001-18475000,0.40236
BhS7,18475001-18500000,0.48044
BhS7,18500001-18525000,0.22444
BhS7,18525001-18550000,0.61036
BhS7,18550001-18575000,0.6576
BhS7,18575001-18600000,0.71908
BhS7,18600001-18625000,0.455
BhS7,18625001-18650000,0.27904
BhS7,18650001-18675000,0.52376
BhS7,18675001-18700000,0.69884
BhS7,18700001-18725000,0.48192
BhS7,18725001-18750000,0.69064
BhS7,18750001-18775000,0.81576
BhS7,18775001-18800000,0.3632
BhS7,18800001-18825000,0.65636
BhS7,18825001-18850000,0.4418
BhS7,18850001-18875000,0.66156
BhS7,18875001-18900000,0.49736
BhS7,18900001-18925000,0.78232
BhS7,18925001-18950000,0.32812
BhS7,18950001-18975000,0.1374
BhS7,18975001-19000000,0.2488
BhS7,19000001-19025000,0.53304
BhS7,19025001-19050000,0.53824
BhS7,19050001-19075000,0.39024
BhS7,19075001-19100000,0.41624
BhS7,19100001-19125000,0.10764
BhS7,19125001-19150000,0.63936
BhS7,19150001-19175000,0.39904
BhS7,19175001-19200000,0.4446
BhS7,19200001-19225000,0.85364
BhS7,19225001-19250000,0.45944
BhS7,19250001-19275000,0.54572
BhS7,19275001-19300000,0.84136
BhS7,19300001-19325000,0.75428
BhS7,19325001-19350000,0.32076
BhS7,19350001-19375000,0.83296
BhS7,19375001-19400000,0.43516
BhS7,19400001-19425000,0.23012
BhS7,19425001-19450000,0.41456
BhS7,19450001-19475000,0.28356
BhS7,19475001-19500000,0.37648
BhS7,19500001-19525000,0.35652
BhS7,19525001-19550000,0.42204
BhS7,19550001-19575000,0.2096
BhS7,19575001-19600000,0.3628
BhS7,19600001-19625000,0.78816
BhS7,19625001-19650000,0.90996
BhS7,19650001-19675000,0.52292
BhS7,19675001-19700000,0.19244
BhS7,19700001-19725000,0.42652
BhS7,19725001-19750000,0.68292
BhS7,19750001-19775000,0.55864
BhS7,19775001-19800000,0.42868
BhS7,19800001-19825000,0.52956
BhS7,19825001-19850000,0.60764
BhS7,19850001-19875000,0.4846
BhS7,19875001-19900000,0.46132
BhS7,19900001-19925000,0.6146
BhS7,19925001-19950000,0.56296
BhS7,19950001-19975000,0.70324
BhS7,19975001-20000000,0.755
BhS7,20000001-20025000,0.768
BhS7,20025001-20050000,0.44468
BhS7,20050001-20075000,0.40724
BhS7,20075001-20100000,0.35528
BhS7,20100001-20125000,0.16228
BhS7,20125001-20150000,0.52196
BhS7,20150001-20175000,0.74596
BhS7,20175001-20200000,0.21264
BhS7,20200001-20225000,0.52796
BhS7,20225001-20250000,0.4194
BhS7,20250001-20275000,0.72924
BhS7,20275001-20300000,0.5198
BhS7,20300001-20325000,0.36688
BhS7,20325001-20350000,0.53412
BhS7,20350001-20375000,0.56404
BhS7,20375001-20400000,0.59652
BhS7,20400001-20425000,0.61068
BhS7,20425001-20450000,0.69152
BhS7,20450001-20475000,0.38476
BhS7,20475001-20500000,0.38328
BhS7,20500001-20525000,0.65828
BhS7,20525001-20550000,0.14888
BhS7,20550001-20575000,0.551
BhS7,20575001-20600000,0.38588
BhS7,20600001-20625000,0.44852
BhS7,20625001-20650000,0.65508
BhS7,20650001-20675000,0.38424
BhS7,20675001-20700000,0.69888
BhS7,20700001-20725000,0.86968
BhS7,20725001-20750000,0.83432
BhS7,20750001-20775000,0.606
BhS7,20775001-20800000,0.62732
BhS7,20800001-20825000,0.49924
BhS7,20825001-20850000,0.4496
BhS7,20850001-20875000,0.6138
BhS7,20875001-20900000,0.65392
BhS7,20900001-20925000,0.5696
BhS7,20925001-20950000,0.57492
BhS7,20950001-20975000,0.7638
BhS7,20975001-21000000,0.69244
BhS7,21000001-21025000,0.58156
BhS7,21025001-21050000,0.72696
BhS7,21050001-21075000,0.31076
BhS7,21075001-21100000,0.61872
BhS7,21100001-21125000,0.72856
BhS7,21125001-21150000,0.77432
BhS7,21150001-21175000,0.25448
BhS7,21175001-21200000,0.47344
BhS7,21200001-21225000,0.4518
BhS7,21225001-21250000,0.65992
BhS7,21250001-21275000,0.5972
BhS7,21275001-21300000,0.46828
BhS7,21300001-21325000,0.68464
BhS7,21325001-21350000,0.72504
BhS7,21350001-21375000,0.74368
BhS7,21375001-21400000,0.58572
BhS7,21400001-21425000,0.68296
BhS7,21425001-21450000,0.79744
BhS7,21450001-21475000,0.59192
BhS7,21475001-21500000,0.58492
BhS7,21500001-21525000,0.90476
BhS7,21525001-21550000,0.89384
BhS7,21550001-21575000,0.42756
BhS7,21575001-21600000,0.7986
BhS8,1-25000,0.51228
BhS8,25001-50000,0.6078
BhS8,50001-75000,0.6516
BhS8,75001-100000,0.78384
BhS8,100001-125000,0.6342
BhS8,125001-150000,0.6448
BhS8,150001-175000,0.52588
BhS8,175001-200000,0.90556
BhS8,200001-225000,0.3326
BhS8,225001-250000,0.77492
BhS8,250001-275000,0.79056
BhS8,275001-300000,0.50324
BhS8,300001-325000,0.60188
BhS8,325001-350000,0.82172
BhS8,350001-375000,0.62548
BhS8,375001-400000,0.39428
BhS8,400001-425000,0.73596
BhS8,425001-450000,0.72636
BhS8,450001-475000,0.47936
BhS8,475001-500000,0.50332
BhS8,500001-525000,0.32556
BhS8,525001-550000,0.27288
BhS8,550001-575000,0.10608
BhS8,575001-600000,0.08312
BhS8,600001-625000,0.38084
BhS8,625001-650000,0.67016
BhS8,650001-675000,0.07288
BhS8,675001-700000,0.35852
BhS8,700001-725000,0.59892
BhS8,725001-750000,0.54184
BhS8,750001-775000,0.60296
BhS8,775001-800000,0.43508
BhS8,800001-825000,0.53328
BhS8,825001-850000,0.82068
BhS8,850001-875000,0.61424
BhS8,875001-900000,0.70392
BhS8,900001-925000,0.49632
BhS8,925001-950000,0.60364
BhS8,950001-975000,0.37908
BhS8,975001-1000000,0.73472
BhS8,1000001-1025000,0.42792
BhS8,1025001-1050000,0.69552
BhS8,1050001-1075000,0.50804
BhS8,1075001-1100000,0.07272
BhS8,1100001-1125000,0.05148
BhS8,1125001-1150000,0.10944
BhS8,1150001-1175000,0.39084
BhS8,1175001-1200000,0.75972
BhS8,1200001-1225000,0.74324
BhS8,1225001-1250000,0.81344
BhS8,1250001-1275000,0.61552
BhS8,1275001-1300000,0.50452
BhS8,1300001-1325000,0.51344
BhS8,1325001-1350000,0.26276
BhS8,1350001-1375000,0.40644
BhS8,1375001-1400000,0.60328
BhS8,1400001-1425000,0.59608
BhS8,1425001-1450000,0.59184
BhS8,1450001-1475000,0.64828
BhS8,1475001-1500000,0.45892
BhS8,1500001-1525000,0.53156
BhS8,1525001-1550000,0.7834
BhS8,1550001-1575000,0.34176
BhS8,1575001-1600000,0.297
BhS8,1600001-1625000,0.62184
BhS8,1625001-1650000,0.57952
BhS8,1650001-1675000,0.47796
BhS8,1675001-1700000,0.86376
BhS8,1700001-1725000,0.63392
BhS8,1725001-1750000,0.26396
BhS8,1750001-1775000,0.50448
BhS8,1775001-1800000,0.1998
BhS8,1800001-1825000,0.11764
BhS8,1825001-1850000,0.7718
BhS8,1850001-1875000,0.75372
BhS8,1875001-1900000,0.31924
BhS8,1900001-1925000,0.18524
BhS8,1925001-1950000,0.42568
BhS8,1950001-1975000,0.66044
BhS8,1975001-2000000,0.3082
BhS8,2000001-2025000,0.53104
BhS8,2025001-2050000,0.6316
BhS8,2050001-2075000,0.41292
BhS8,2075001-2100000,0.63952
BhS8,2100001-2125000,0.6026
BhS8,2125001-2150000,0.16468
BhS8,2150001-2175000,0.36552
BhS8,2175001-2200000,0.46608
BhS8,2200001-2225000,0.83564
BhS8,2225001-2250000,0.35604
BhS8,2250001-2275000,0.2
BhS8,2275001-2300000,0.40368
BhS8,2300001-2325000,0.545
BhS8,2325001-2350000,0.38068
BhS8,2350001-2375000,0.6408
BhS8,2375001-2400000,0.6326
BhS8,2400001-2425000,0.60484
BhS8,2425001-2450000,0.59752
BhS8,2450001-2475000,0.57396
BhS8,2475001-2500000,0.90916
BhS8,2500001-2525000,0.5556
BhS8,2525001-2550000,0.69584
BhS8,2550001-2575000,0.4212
BhS8,2575001-2600000,0.955
BhS8,2600001-2625000,0.44812
BhS8,2625001-2650000,0.4726
BhS8,2650001-2675000,0.26384
BhS8,2675001-2700000,0.22212
BhS8,2700001-2725000,0.56856
BhS8,2725001-2750000,0.69432
BhS8,2750001-2775000,0.7782
BhS8,2775001-2800000,0.64844
BhS8,2800001-2825000,0.75276
BhS8,2825001-2850000,0.65908
BhS8,2850001-2875000,0.25428
BhS8,2875001-2900000,0.65452
BhS8,2900001-2925000,0.50116
BhS8,2925001-2950000,0.51888
BhS8,2950001-2975000,0.5322
BhS8,2975001-3000000,0.46664
BhS8,3000001-3025000,0.35584
BhS8,3025001-3050000,0.44964
BhS8,3050001-3075000,0.80896
BhS8,3075001-3100000,0.55296
BhS8,3100001-3125000,0.45772
BhS8,3125001-3150000,0.60284
BhS8,3150001-3175000,0.28808
BhS8,3175001-3200000,0.5534
BhS8,3200001-3225000,0.56748
BhS8,3225001-3250000,0.60772
BhS8,3250001-3275000,0.30136
BhS8,3275001-3300000,0.89384
BhS8,3300001-3325000,0.78988
BhS8,3325001-3350000,0.46204
BhS8,3350001-3375000,0.51576
BhS8,3375001-3400000,0.30864
BhS8,3400001-3425000,0.54492
BhS8,3425001-3450000,0.1606
BhS8,3450001-3475000,0.38144
BhS8,3475001-3500000,0.46728
BhS8,3500001-3525000,0.46536
BhS8,3525001-3550000,0.3234
BhS8,3550001-3575000,0.36656
BhS8,3575001-3600000,0.63252
BhS8,3600001-3625000,0.84092
BhS8,3625001-3650000,0.48564
BhS8,3650001-3675000,0.36612
BhS8,3675001-3700000,0.4688
BhS8,3700001-3725000,0.44232
BhS8,3725001-3750000,0.6542
BhS8,3750001-3775000,0.65848
BhS8,3775001-3800000,0.68784
BhS8,3800001-3825000,0.74172
BhS8,3825001-3850000,0.67552
BhS8,3850001-3875000,0.27184
BhS8,3875001-3900000,0.59124
BhS8,3900001-3925000,0.72696
BhS8,3925001-3950000,0.62764
BhS8,3950001-3975000,0.47824
BhS8,3975001-4000000,0.6436
BhS8,4000001-4025000,0.20096
BhS8,4025001-4050000,0.7126
BhS8,4050001-4075000,0.34932
BhS8,4075001-4100000,0.40352
BhS8,4100001-4125000,0.077
BhS8,4125001-4150000,0.61368
BhS8,4150001-4175000,0.26536
BhS8,4175001-4200000,0.55544
BhS8,4200001-4225000,0.38064
BhS8,4225001-4250000,0.48444
BhS8,4250001-4275000,0.2806
BhS8,4275001-4300000,0.36348
BhS8,4300001-4325000,0.2734
BhS8,4325001-4350000,0.39888
BhS8,4350001-4375000,0.62048
BhS8,4375001-4400000,0.44052
BhS8,4400001-4425000,0.53412
BhS8,4425001-4450000,0.1954
BhS8,4450001-4475000,0.58388
BhS8,4475001-4500000,0.28188
BhS8,4500001-4525000,0.53912
BhS8,4525001-4550000,0.20904
BhS8,4550001-4575000,0.60088
BhS8,4575001-4600000,0.12836
BhS8,4600001-4625000,0
BhS8,4625001-4650000,0.13224
BhS8,4650001-4675000,0.48112
BhS8,4675001-4700000,0.35844
BhS8,4700001-4725000,0.44528
BhS8,4725001-4750000,0.39332
BhS8,4750001-4775000,0.71952
BhS8,4775001-4800000,0.54244
BhS8,4800001-4825000,0.35952
BhS8,4825001-4850000,0.25072
BhS8,4850001-4875000,0.54556
BhS8,4875001-4900000,0.07072
BhS8,4900001-4925000,0.43488
BhS8,4925001-4950000,0.67652
BhS8,4950001-4975000,0.15112
BhS8,4975001-5000000,0.43724
BhS8,5000001-5025000,0.47648
BhS8,5025001-5050000,0.2328
BhS8,5050001-5075000,0.77604
BhS8,5075001-5100000,0.5274
BhS8,5100001-5125000,0.66
BhS8,5125001-5150000,0.24292
BhS8,5150001-5175000,0.299
BhS8,5175001-5200000,0.30452
BhS8,5200001-5225000,0.17532
BhS8,5225001-5250000,0.21236
BhS8,5250001-5275000,0.33568
BhS8,5275001-5300000,0.64676
BhS8,5300001-5325000,0.10876
BhS8,5325001-5350000,0.46072
BhS8,5350001-5375000,0.42836
BhS8,5375001-5400000,0.64836
BhS8,5400001-5425000,0.502
BhS8,5425001-5450000,0.14696
BhS8,5450001-5475000,0.45872
BhS8,5475001-5500000,0.1962
BhS8,5500001-5525000,0.44704
BhS8,5525001-5550000,0.33012
BhS8,5550001-5575000,0.592
BhS8,5575001-5600000,0.45552
BhS8,5600001-5625000,0.52932
BhS8,5625001-5650000,0.33748
BhS8,5650001-5675000,0.51568
BhS8,5675001-5700000,0.31904
BhS8,5700001-5725000,0.3264
BhS8,5725001-5750000,0.7556
BhS8,5750001-5775000,0.24092
BhS8,5775001-5800000,0.4752
BhS8,5800001-5825000,0.55904
BhS8,5825001-5850000,0.32684
BhS8,5850001-5875000,0.24872
BhS8,5875001-5900000,0.41904
BhS8,5900001-5925000,0.1402
BhS8,5925001-5950000,0
BhS8,5950001-5975000,0.50592
BhS8,5975001-6000000,0.26056
BhS8,6000001-6025000,0.42412
BhS8,6025001-6050000,0.56144
BhS8,6050001-6075000,0.51964
BhS8,6075001-6100000,0.3928
BhS8,6100001-6125000,0.3616
BhS8,6125001-6150000,0.5086
BhS8,6150001-6175000,0.41408
BhS8,6175001-6200000,0.573
BhS8,6200001-6225000,0.53796
BhS8,6225001-6250000,0.18748
BhS8,6250001-6275000,0.6174
BhS8,6275001-6300000,0.17608
BhS8,6300001-6325000,0.34468
BhS8,6325001-6350000,0.33344
BhS8,6350001-6375000,0.3484
BhS8,6375001-6400000,0.37004
BhS8,6400001-6425000,0.29
BhS8,6425001-6450000,0.03672
BhS8,6450001-6475000,0.38704
BhS8,6475001-6500000,0.51744
BhS8,6500001-6525000,0.3798
BhS8,6525001-6550000,0.28044
BhS8,6550001-6575000,0.56892
BhS8,6575001-6600000,0.77384
BhS8,6600001-6625000,0.35452
BhS8,6625001-6650000,0.46896
BhS8,6650001-6675000,0.28588
BhS8,6675001-6700000,0.48964
BhS8,6700001-6725000,0.35756
BhS8,6725001-6750000,0.45532
BhS8,6750001-6775000,0.10544
BhS8,6775001-6800000,0.06032
BhS8,6800001-6825000,0
BhS8,6825001-6850000,0.08428
BhS8,6850001-6875000,0.0436
BhS8,6875001-6900000,0.49628
BhS8,6900001-6925000,0.26168
BhS8,6925001-6950000,0.22704
BhS8,6950001-6975000,0.23108
BhS8,6975001-7000000,0.38032
BhS8,7000001-7025000,0.66352
BhS8,7025001-7050000,0.3338
BhS8,7050001-7075000,0.36684
BhS8,7075001-7100000,0.51672
BhS8,7100001-7125000,0.26564
BhS8,7125001-7150000,0.59112
BhS8,7150001-7175000,0.09864
BhS8,7175001-7200000,0.56412
BhS8,7200001-7225000,0.55748
BhS8,7225001-7250000,0.1066
BhS8,7250001-7275000,0.0704
BhS8,7275001-7300000,0.3948
BhS8,7300001-7325000,0.5188
BhS8,7325001-7350000,0.41504
BhS8,7350001-7375000,0.40724
BhS8,7375001-7400000,0.08172
BhS8,7400001-7425000,0.1972
BhS8,7425001-7450000,0
BhS8,7450001-7475000,0.20996
BhS8,7475001-7500000,0.52624
BhS8,7500001-7525000,0.34472
BhS8,7525001-7550000,0.21516
BhS8,7550001-7575000,0.28248
BhS8,7575001-7600000,0.5976
BhS8,7600001-7625000,0.71296
BhS8,7625001-7650000,0.4262
BhS8,7650001-7675000,0.4108
BhS8,7675001-7700000,0.31468
BhS8,7700001-7725000,0.49504
BhS8,7725001-7750000,0.59404
BhS8,7750001-7775000,0.25
BhS8,7775001-7800000,0.08924
BhS8,7800001-7825000,0.46524
BhS8,7825001-7850000,0.5762
BhS8,7850001-7875000,0.25352
BhS8,7875001-7900000,0.25356
BhS8,7900001-7925000,0.39496
BhS8,7925001-7950000,0.39116
BhS8,7950001-7975000,0.54264
BhS8,7975001-8000000,0.23368
BhS8,8000001-8025000,0.35404
BhS8,8025001-8050000,0.4032
BhS8,8050001-8075000,0.0762
BhS8,8075001-8100000,0.23904
BhS8,8100001-8125000,0.8138
BhS8,8125001-8150000,0.46276
BhS8,8150001-8175000,0.34348
BhS8,8175001-8200000,0
BhS8,8200001-8225000,0.19572
BhS8,8225001-8250000,0.276
BhS8,8250001-8275000,0.65352
BhS8,8275001-8300000,0.5158
BhS8,8300001-8325000,0.21348
BhS8,8325001-8350000,0.62368
BhS8,8350001-8375000,0.3446
BhS8,8375001-8400000,0.40624
BhS8,8400001-8425000,0.37608
BhS8,8425001-8450000,0.5152
BhS8,8450001-8475000,0.25524
BhS8,8475001-8500000,0.2024
BhS8,8500001-8525000,0.52472
BhS8,8525001-8550000,0.33816
BhS8,8550001-8575000,0.58896
BhS8,8575001-8600000,0.24644
BhS8,8600001-8625000,0.5464
BhS8,8625001-8650000,0.24932
BhS8,8650001-8675000,0.35532
BhS8,8675001-8700000,0.52988
BhS8,8700001-8725000,0.61608
BhS8,8725001-8750000,0.6024
BhS8,8750001-8775000,0.67364
BhS8,8775001-8800000,0.54416
BhS8,8800001-8825000,0.87512
BhS8,8825001-8850000,0.90692
BhS8,8850001-8875000,0.68216
BhS8,8875001-8900000,0.32444
BhS8,8900001-8925000,0.32492
BhS8,8925001-8950000,0.36104
BhS8,8950001-8975000,0.31076
BhS8,8975001-9000000,0.19896
BhS8,9000001-9025000,0.1698
BhS8,9025001-9050000,0.52204
BhS8,9050001-9075000,0.63692
BhS8,9075001-9100000,0.443
BhS8,9100001-9125000,0.48452
BhS8,9125001-9150000,0.25152
BhS8,9150001-9175000,0
BhS8,9175001-9200000,0.19908
BhS8,9200001-9225000,0.61856
BhS8,9225001-9250000,0.7698
BhS8,9250001-9275000,0.10564
BhS8,9275001-9300000,0.45512
BhS8,9300001-9325000,0.44084
BhS8,9325001-9350000,0.52152
BhS8,9350001-9375000,0.16772
BhS8,9375001-9400000,0.3338
BhS8,9400001-9425000,0.27316
BhS8,9425001-9450000,0.4204
BhS8,9450001-9475000,0.71448
BhS8,9475001-9500000,0.47508
BhS8,9500001-9525000,0.06684
BhS8,9525001-9550000,0.37232
BhS8,9550001-9575000,0.26104
BhS8,9575001-9600000,0.02544
BhS8,9600001-9625000,0.31008
BhS8,9625001-9650000,0.60604
BhS8,9650001-9675000,0.2218
BhS8,9675001-9700000,0.47232
BhS8,9700001-9725000,0.08808
BhS8,9725001-9750000,0.25336
BhS8,9750001-9775000,0.71132
BhS8,9775001-9800000,0.29832
BhS8,9800001-9825000,0.32852
BhS8,9825001-9850000,0.45852
BhS8,9850001-9875000,0.44704
BhS8,9875001-9900000,0.66208
BhS8,9900001-9925000,0.55604
BhS8,9925001-9950000,0.58004
BhS8,9950001-9975000,0.52096
BhS8,9975001-10000000,0.20624
BhS8,10000001-10025000,0.8162
BhS8,10025001-10050000,0.42848
BhS8,10050001-10075000,0.45636
BhS8,10075001-10100000,0.29516
BhS8,10100001-10125000,0.46656
BhS8,10125001-10150000,0.74424
BhS8,10150001-10175000,0.52868
BhS8,10175001-10200000,0.50712
BhS8,10200001-10225000,0.4692
BhS8,10225001-10250000,0.42504
BhS8,10250001-10275000,0.05688
BhS8,10275001-10300000,0.177
BhS8,10300001-10325000,0.30692
BhS8,10325001-10350000,0.19952
BhS8,10350001-10375000,0.05436
BhS8,10375001-10400000,0.15772
BhS8,10400001-10425000,0
BhS8,10425001-10450000,0.0278
BhS8,10450001-10475000,0
BhS8,10475001-10500000,0
BhS8,10500001-10525000,0
BhS8,10525001-10550000,0.51928
BhS8,10550001-10575000,0.18776
BhS8,10575001-10600000,0.25248
BhS8,10600001-10625000,0.1806
BhS8,10625001-10650000,0.14844
BhS8,10650001-10675000,0.29764
BhS8,10675001-10700000,0.45796
BhS8,10700001-10725000,0.32628
BhS8,10725001-10750000,0.09564
BhS8,10750001-10775000,0.00876
BhS8,10775001-10800000,0.05016
BhS8,10800001-10825000,0.05416
BhS8,10825001-10850000,0.24316
BhS8,10850001-10875000,0.1136
BhS8,10875001-10900000,0.28468
BhS8,10900001-10925000,0.79812
BhS8,10925001-10950000,0.2908
BhS8,10950001-10975000,0.01764
BhS8,10975001-11000000,0.41724
BhS8,11000001-11025000,0.75224
BhS8,11025001-11050000,0.63992
BhS8,11050001-11075000,0.01428
BhS8,11075001-11100000,0.14784
BhS8,11100001-11125000,0.30304
BhS8,11125001-11150000,0.73668
BhS8,11150001-11175000,0.56608
BhS8,11175001-11200000,0.70636
BhS8,11200001-11225000,0.07768
BhS8,11225001-11250000,0.15868
BhS8,11250001-11275000,0.26268
BhS8,11275001-11300000,0.1278
BhS8,11300001-11325000,0.21092
BhS8,11325001-11350000,0.15612
BhS8,11350001-11375000,0.73004
BhS8,11375001-11400000,0.73404
BhS8,11400001-11425000,0.49892
BhS8,11425001-11450000,0
BhS8,11450001-11475000,0.25704
BhS8,11475001-11500000,0.18804
BhS8,11500001-11525000,0
BhS8,11525001-11550000,0.01584
BhS8,11550001-11575000,0.19436
BhS8,11575001-11600000,0.11288
BhS8,11600001-11625000,0
BhS8,11625001-11650000,0.24368
BhS8,11650001-11675000,0.28416
BhS8,11675001-11700000,0.03932
BhS8,11700001-11725000,0.08384
BhS8,11725001-11750000,0.01424
BhS8,11750001-11775000,0.08332
BhS8,11775001-11800000,0.18172
BhS8,11800001-11825000,0.0736
BhS8,11825001-11850000,0.27064
BhS8,11850001-11875000,0.03968
BhS8,11875001-11900000,0
BhS8,11900001-11925000,0
BhS8,11925001-11950000,0
BhS8,11950001-11975000,0.56692
BhS8,11975001-12000000,0
BhS8,12000001-12025000,0
BhS8,12025001-12050000,0.19904
BhS8,12050001-12075000,0.31184
BhS8,12075001-12100000,0.32772
BhS8,12100001-12125000,0.33056
BhS8,12125001-12150000,0
BhS8,12150001-12175000,0
BhS8,12175001-12200000,0.02584
BhS8,12200001-12225000,0
BhS8,12225001-12250000,0
BhS8,12250001-12275000,0.3234
BhS8,12275001-12300000,0
BhS8,12300001-12325000,0
BhS8,12325001-12350000,0.03268
BhS8,12350001-12375000,0
BhS8,12375001-12400000,0
BhS8,12400001-12425000,0
BhS8,12425001-12450000,0
BhS8,12450001-12475000,0.25224
BhS8,12475001-12500000,0.04452
BhS8,12500001-12525000,0.1816
BhS8,12525001-12550000,0
BhS8,12550001-12575000,0
BhS8,12575001-12600000,0
BhS8,12600001-12625000,0
BhS8,12625001-12650000,0
BhS8,12650001-12675000,0.0202
BhS8,12675001-12700000,0.06956
BhS8,12700001-12725000,0
BhS8,12725001-12750000,0.01896
BhS8,12750001-12775000,0.01488
BhS8,12775001-12800000,0
BhS8,12800001-12825000,0
BhS8,12825001-12850000,0.14648
BhS8,12850001-12875000,0.06828
BhS8,12875001-12900000,0
BhS8,12900001-12925000,0
BhS8,12925001-12950000,0.08052
BhS8,12950001-12975000,0
BhS8,12975001-13000000,0.26244
BhS8,13000001-13025000,0
BhS8,13025001-13050000,0.02776
BhS8,13050001-13075000,0
BhS8,13075001-13100000,0.0556
BhS8,13100001-13125000,0
BhS8,13125001-13150000,0.37072
BhS8,13150001-13175000,0
BhS8,13175001-13200000,0.20488
BhS8,13200001-13225000,0.12576
BhS8,13225001-13250000,0.01136
